ID,GENDER,AGE,EDUC_LEV,MAR_STATUS,HH_SIZE,RATIO
133524,female,39,some college,married or lives with partner,4,1.87
133525,female,59,HS graduate,married or lives with partner,1,
133526,female,58,9 to 11th grade,widow or divorced or separated,1,0.66
133529,male,62,some college,married or lives with partner,2,1.64
133530,male,62,HS graduate,married or lives with partner,3,0.8
133531,female,68,HS graduate,widow or divorced or separated,2,1.29
133532,male,63,9 to 11th grade,widow or divorced or separated,2,0.53
133533,male,56,college graduate,married or lives with partner,2,5
133534,male,65,9 to 11th grade,married or lives with partner,3,0.65
133535,female,29,some college,married or lives with partner,4,0.94
133536,male,68,less than 9th grade,married or lives with partner,3,3.87
133537,female,50,college graduate,married or lives with partner,2,5
133539,female,80,some college,widow or divorced or separated,1,5
133541,female,46,HS graduate,married or lives with partner,2,1.41
133543,female,69,college graduate,widow or divorced or separated,2,1.32
133545,female,80,HS graduate,widow or divorced or separated,1,1.47
133547,female,37,some college,widow or divorced or separated,2,4.13
133548,female,75,college graduate,married or lives with partner,2,3.55
133549,male,21,HS graduate,never married,3,2.39
133550,female,34,some college,married or lives with partner,4,1.97
133551,female,49,college graduate,married or lives with partner,3,2.78
133553,male,21,some college,never married,3,2.4
133554,female,37,college graduate,married or lives with partner,4,4.33
133555,female,58,college graduate,married or lives with partner,3,5
133556,male,79,9 to 11th grade,married or lives with partner,2,1.38
133558,male,66,some college,married or lives with partner,3,3.42
133559,male,38,college graduate,married or lives with partner,3,1.3
133560,female,60,9 to 11th grade,married or lives with partner,2,1.69
133563,male,80,college graduate,widow or divorced or separated,1,3.09
133566,female,67,college graduate,married or lives with partner,2,4.46
133567,male,80,9 to 11th grade,married or lives with partner,3,3.43
133569,female,69,college graduate,never married,1,4.32
133570,male,29,college graduate,married or lives with partner,3,5
133571,male,71,college graduate,married or lives with partner,4,5
133572,male,66,some college,married or lives with partner,2,3.43
133575,male,80,HS graduate,married or lives with partner,2,
133576,male,40,college graduate,married or lives with partner,3,5
133577,female,60,9 to 11th grade,married or lives with partner,2,0.03
133579,male,56,college graduate,married or lives with partner,4,5
133582,male,75,some college,widow or divorced or separated,6,3.16
133583,female,64,some college,widow or divorced or separated,1,2.19
133584,male,75,college graduate,married or lives with partner,2,1.78
133587,female,66,less than 9th grade,married or lives with partner,6,1.55
133588,male,38,college graduate,married or lives with partner,3,5
133589,female,34,HS graduate,widow or divorced or separated,4,0.72
133590,female,62,some college,married or lives with partner,2,1.77
133593,male,30,HS graduate,never married,7,1.72
133594,male,38,HS graduate,widow or divorced or separated,4,1.4
133596,male,57,some college,married or lives with partner,2,5
133597,male,56,HS graduate,widow or divorced or separated,3,3.09
133598,female,62,some college,widow or divorced or separated,1,2.21
133600,female,74,college graduate,widow or divorced or separated,2,2.18
133601,female,53,HS graduate,widow or divorced or separated,2,
133602,male,69,college graduate,married or lives with partner,7,5
133603,male,64,some college,married or lives with partner,5,3.28
133604,female,42,9 to 11th grade,widow or divorced or separated,3,0.11
133608,female,80,HS graduate,never married,1,0.71
133610,female,49,college graduate,widow or divorced or separated,1,4.35
133613,female,39,HS graduate,married or lives with partner,6,
133614,male,36,HS graduate,married or lives with partner,2,1.12
133615,male,54,less than 9th grade,married or lives with partner,4,1.8
133617,female,60,HS graduate,never married,3,1.9
133618,female,71,college graduate,never married,2,5
133621,female,72,some college,married or lives with partner,2,
133622,male,54,some college,married or lives with partner,3,4.75
133624,female,49,9 to 11th grade,widow or divorced or separated,2,2.28
133627,male,57,college graduate,never married,1,5
133628,male,53,some college,married or lives with partner,2,
133630,male,40,HS graduate,married or lives with partner,4,1.67
133631,male,62,HS graduate,widow or divorced or separated,3,3.43
133633,female,73,some college,married or lives with partner,3,2.61
133634,male,50,9 to 11th grade,married or lives with partner,1,2.87
133635,male,44,some college,never married,1,5
133636,male,64,less than 9th grade,married or lives with partner,2,1.2
133637,female,54,some college,married or lives with partner,2,5
133638,female,31,HS graduate,married or lives with partner,4,
133639,female,80,HS graduate,widow or divorced or separated,2,
133640,female,30,college graduate,never married,1,5
133641,female,45,some college,widow or divorced or separated,1,
133642,male,67,HS graduate,married or lives with partner,2,0.79
133643,female,70,9 to 11th grade,married or lives with partner,2,1.52
133644,female,31,,,3,
133645,male,58,HS graduate,widow or divorced or separated,1,0.88
133646,female,21,some college,never married,7,0.45
133647,female,61,college graduate,married or lives with partner,2,5
133648,female,28,some college,never married,2,0.6
133649,female,31,college graduate,married or lives with partner,2,
133650,female,66,less than 9th grade,married or lives with partner,5,
133657,male,35,college graduate,never married,1,0.88
133659,female,80,some college,married or lives with partner,2,
133664,male,67,9 to 11th grade,widow or divorced or separated,1,0.78
133665,female,58,9 to 11th grade,widow or divorced or separated,1,0.06
133666,male,33,some college,married or lives with partner,2,5
133670,male,21,some college,never married,4,3.47
133674,female,74,9 to 11th grade,widow or divorced or separated,1,1.55
133675,female,34,9 to 11th grade,never married,4,0.34
133676,female,60,less than 9th grade,married or lives with partner,5,2.31
133678,female,80,HS graduate,never married,2,
133680,female,28,HS graduate,widow or divorced or separated,4,
133681,male,35,college graduate,married or lives with partner,2,5
133683,female,56,HS graduate,widow or divorced or separated,1,0.69
133684,male,47,HS graduate,never married,1,0.86
133686,male,63,some college,widow or divorced or separated,2,3.91
133688,female,55,some college,widow or divorced or separated,2,0.74
133689,male,55,HS graduate,widow or divorced or separated,1,0.77
133690,male,72,HS graduate,never married,1,1.27
133691,female,67,9 to 11th grade,married or lives with partner,2,3
133692,male,64,college graduate,widow or divorced or separated,2,1.37
133693,female,59,college graduate,married or lives with partner,2,5
133694,male,56,9 to 11th grade,widow or divorced or separated,1,2.13
133698,female,66,some college,married or lives with partner,4,4
133700,female,68,HS graduate,widow or divorced or separated,1,0.88
133702,female,62,HS graduate,married or lives with partner,6,0.84
133703,male,27,some college,never married,1,2.21
133704,male,68,college graduate,married or lives with partner,2,3.96
133705,male,73,some college,widow or divorced or separated,4,4.34
133706,female,39,less than 9th grade,married or lives with partner,7,0.49
133707,female,43,some college,never married,1,3.15
133713,male,80,HS graduate,widow or divorced or separated,1,2.65
133715,male,70,some college,married or lives with partner,2,5
133717,female,23,college graduate,never married,3,
133718,male,40,college graduate,married or lives with partner,2,5
133719,female,24,9 to 11th grade,married or lives with partner,4,1.8
133722,male,33,some college,never married,1,2.56
133723,female,58,some college,married or lives with partner,2,5
133724,female,74,less than 9th grade,married or lives with partner,2,2.18
133725,female,60,college graduate,married or lives with partner,5,2.92
133726,female,68,9 to 11th grade,married or lives with partner,3,1.51
133728,male,72,9 to 11th grade,married or lives with partner,7,1.93
133730,female,27,college graduate,never married,1,1.47
133731,male,31,college graduate,never married,1,0.86
133732,female,27,less than 9th grade,married or lives with partner,7,0.23
133733,female,56,HS graduate,widow or divorced or separated,2,0.72
